CR_Title,CR_Author_Name,CR_Provider,CR_Create_Date,CR_Provider_St,CR_Language,CR_URL,CR_Media_Formats,CR_Material_Type,CR_Subject,CR_Keywords,CR_COU_TITLE,CR_COU_URL,CR_Abstract,CR_Educational_Use,CR_Primary_User,CR_Sublevel,CR_WORKFLOW_STATE
09 - Climate - Esri GeoInquiries™ collection for Upper Elementary,Esri,Esri,11/23/21, Upper Elementary,en,https://arcgis.com/home/item.html?id=f8d8b419c557415e8290732d4dba51af,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Elementary education,Climate|GeoInquiry|Elevation|elevation|ConnectED|Common Core|elementary|Grade 4|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Investigate the patterns between climate and the physiography of the U.S.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
10 - Public lands and national parks - Esri GeoInquiries™ collection for Upper Elementary,Esri,Esri,11/23/21, Upper Elementary,en,https://arcgis.com/home/item.html?id=aff00f883e474689ac459b6dc7d8ffc3,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Elementary education,public lands|national parks|ConnectED|Common Core|GeoInquiries|GeoInquiry|Grade 4|elementary|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Analyze the importance of conservation through the creation of the National Park Service in the United States.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
11 - Mississippi River exploration - Esri GeoInquiries™ collection for Upper Elementary,Esri,Esri,11/23/21, Upper Elementary,en,https://arcgis.com/home/item.html?id=c44143ff9ba34eefb6552bd2bf9351e0,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Elementary education,Mississippi exploration|Exploration|ConnectED|Grade 4|GeoInquiries|GeoInquiry|LaSalle|rivers|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,This activity interactively explores the Mississippi navigations of Marquette Jolliet and La Salle,Curriculum/Instruction,Teachers|Students,Middle School|High School,
12 - Weather forecasting - Esri GeoInquiries™ collection for Upper Elementary,Esri,Esri,11/23/21, Upper Elementary,en,https://arcgis.com/home/item.html?id=a78378e1be874e148271d70140da17bf,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Elementary education,weather|ConnectED|GeoInquiry|elementary|WX|storms|NGSS|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,This activity helps students interpret weather maps and make weather predictions.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
13 - Seismic events: natural hazards - Esri GeoInquiries™ collection for Upper Elementary,Esri,Esri,11/23/21, Upper Elementary,en,https://arcgis.com/home/item.html?id=eddd40cfc5f94ac98b4799eb5be5e3ec,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Elementary education,natural hazards|earthquakes|volcanoes|seismic|disasters|hazards|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,This activity explores seismic natural hazards and at what point they become natural disasters,Curriculum/Instruction,Teachers|Students,Middle School|High School,
14 - Energy production - Esri GeoInquiries™ collection for Upper Elementary,Esri,Esri,11/23/21, Upper Elementary,en,https://arcgis.com/home/item.html?id=6b83258e734a433eb4b496def416ccf6,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Elementary education,energy|ConnectED|GeoInquiries|GeoInquiry|electricity|Power plants|NGSS|Grade 4|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,In this activity students will learn about energy production and consumption in the United States.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
15 - Natural resources and regions - Esri GeoInquiries™ collection for Upper Elementary,Esri,Esri,11/23/21, Upper Elementary,en,https://arcgis.com/home/item.html?id=4d3c474186124a96b5e9c72e55fd099f,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Elementary education,elementary|ConnectED|NCSS|Common Core|GeoInquiries|GeoInquiry|Natural resources|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,This activity observes compares and contrasts the natural resources throughout the five regions of the U.S.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
01 - The Beagle's path - Esri GeoInquiries™ collection for Environmental Science,Esri,Esri,11/23/21, Environmental Science,en,https://arcgis.com/home/item.html?id=ad69a9b75d7b41df871ec024508fa07a,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, Environmental Science,Darwin|Beagle|speciation|finches|turtles|evolution|Change over time|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore the ideas and evidence that helped Charles Darwin create his theory of evolution,Curriculum/Instruction,Teachers|Students,Middle School|High School,
02 - Population dynamics - Esri GeoInquiries™ collection for Environmental Science,Esri,Esri,11/23/21, Environmental Science,en,https://arcgis.com/home/item.html?id=91b36940709d46a4aae5717542765101,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, Environmental Science,Population|Population pyramids|ConnectEd|APES|science education|science|NGSS|benchmarks|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Compare country-age structures to long-term population growth.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
03 - Slowing malaria - Esri GeoInquiries™ collection for Environmental Science,Esri,Esri,11/23/21, Environmental Science,en,https://arcgis.com/home/item.html?id=9ab084ed4bf84c01b4269635737d3dbc,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, Environmental Science,ConnectED|malaria|APES|environmental science|schools|disease|public health|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,This activity investigates causes of disease and ways to control malaria.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
04 - Megacities - Esri GeoInquiries™ collection for Environmental Science,Esri,Esri,11/23/21, Environmental Science,en,https://arcgis.com/home/item.html?id=b343acba101f4d7e9e5ffc0b1ee0e4e9,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, Environmental Science,megacities|population|ConnectEd|Enviro science|APES|benchmarks|Tokyo|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore urban sprawl factors and impacts.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
05 - Down to the last drop - Esri GeoInquiries™ collection for Environmental Science,Esri,Esri,11/23/21, Environmental Science,en,https://arcgis.com/home/item.html?id=2c4e31fd3157489d807290d341723771,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, Environmental Science,water|APES|Conne|environmental science|AP|benchmark|science|science education|Aral Sea|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore the impact of human activities on water resources.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
06 - Tropical Deforestation - Esri GeoInquiries™ collection for Environmental Science,Esri,Esri,11/23/21, Environmental Science,en,https://arcgis.com/home/item.html?id=2364362d205142039f6be19f19b008d9,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, Environmental Science,Deforestation|Tropical|ConnectED|GeoInquiries|GeoInquiry|APES|biology|ecology|environmental science|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,This activity explores deforestation trends and patterns.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
07 - Dead zones - Esri GeoInquiries collection for Environmental Science,Esri,Esri,11/23/21, Environmental Science,en,https://arcgis.com/home/item.html?id=407aa1b4b064445394b60bc34b0c6ff3,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, Environmental Science,APES|ConnectED|water pollution|water|surface water|water runoff|K12|Schools|environmental science|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore water pollution and its impact on ocean life in aquatic dead zones.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
08 - El Niño - Esri GeoInquiries™ collection for Environmental Science,Esri,Esri,11/23/21, Environmental Science,en,https://arcgis.com/home/item.html?id=75a60fc0e89f44bb9b466ae641a073ab,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, Environmental Science,ConnectED|APES|GeoInquiries|Climate|El Nino|sea temperature|environmental science|science|NGSS|AP|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,This activity explores patterns and characteristics of El Nino and effects on global climate.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
09 - Marine debris - Esri GeoInquiries™ collection for Environmental Science,Esri,Esri,11/23/21, Environmental Science,en,https://arcgis.com/home/item.html?id=09a86fb23a3d425085f612dd6a2d6449,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, Environmental Science,Marine debris|ConnectED|GeoInquiries|GeoInquiry|APES|environmental science|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Investigate marine debris the role of ocean gyres and how humans impact trash accumulation.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
10 - Primary productivity - Esri GeoInquiries™ collection for Environmental Science,Esri,Esri,11/23/21, Environmental Science,en,https://arcgis.com/home/item.html?id=ab9863f47b5f4afa9a600fdd8d759ac8,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, Environmental Science,APES|ConnectED|biology|environmental science|primary productivity|abiotic factors|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,This activity explores abiotic factors associated with primary productivity.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
11 - Spinning up wind power - Esri GeoInquiries™ collection for Environmental Science,Esri,Esri,11/23/21, Environmental Science,en,https://arcgis.com/home/item.html?id=adc04cd5fbd34faa93a3e534cfb059e2,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, Environmental Science,Wind|Energy|APES|environmental science|ConnectED|GeoInquiries|Schools|science|NGSS|AP|power|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,This activity explores potential and developed wind capacity by state as well as challenges that Texas has faced to develop wind power.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
12 - Altered biomes - Esri GeoInquiries™ collection for Environmental Science,Esri,Esri,11/23/21, Environmental Science,en,https://arcgis.com/home/item.html?id=53ca3adf71f54f8eb068e26d62f5d49a,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, Environmental Science,APES|ConnectED|GeoInquiry|GeoInquiries|Biology|Biomes|prairie chicken|grasslands|Texas|Kansas|AP|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Investigate characteristics of major biomes and examine the impact of land-use changes as the result of human activities.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
13 - Resource consumption and wealth - Esri GeoInquiries™ collection for Environmental Science,Esri,Esri,11/23/21, Environmental Science,en,https://arcgis.com/home/item.html?id=9e5cebb40a2b4acc99aab8b67af5e7bd,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, Environmental Science,ConnectED|GeoInquiries|APES|wealth|resource consumption|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,This activity highlights patterns of poverty and wealth to address overconsumption and resource extraction.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
14 - The human journey - Esri GeoInquiries™ collection for Environmental Science,Esri,Esri,11/23/21, Environmental Science,en,https://arcgis.com/home/item.html?id=196f6340bd0541a09f772d0def74ddad,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, Environmental Science,APES|GeoInquiries|geoinquiry|ConnectEd|environmental science|high school|ancestory|human migration|migration|journey|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,This activity follows the path of human migration from Africa to the far reaches of the globe.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
15 - Investigating biodiversity - Esri GeoInquiries™ collection for Environmental Science,Esri,Esri,11/23/21, Environmental Science,en,https://arcgis.com/home/item.html?id=4ff12184f747412093cf4aecf9628fe8,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, Environmental Science,APES|Biodiversity|mammals|plants|adaptation|Evolution|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,This activity examines species richness to gain insight to evolutionary selection factors that encourage greater diversity.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
01 - Defining freedom - Esri GeoInquiries™ collection for Government,Esri,Esri,11/23/21, Government,en,https://arcgis.com/home/item.html?id=d2f6a7f7ee4540adb29f7ac3313a96b1,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,freedom|freedoms|C3|social studies|Government|Civics|geoinquiries|geoinquiry,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Identify and explain how freedom is defined around the world.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
02 - Where's the Money - Esri GeoInquiries™ collection for Government,Esri,Esri,11/23/21, Government,en,https://arcgis.com/home/item.html?id=ff366d12f7444ec2bff141bb2ebfe4e7,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,"Campaign Finance|""Wheres the Money""|US government|geoinquiry|geoinquiries|geo-inquiry|geoenquiry",Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Examine variations in campaign financing for congressional elections through time and space.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
03 - Federal Reserve Banks  - Esri GeoInquiries™ collection for Government,Esri,Esri,11/23/21, Government,en,https://arcgis.com/home/item.html?id=54e564cf8a184d61bcef41b38502e603,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,fed|Federal Reserve|banks|federal banks|federal reserve districts|banking|social studies|government|C3,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Identify and explain how the Federal Reserve affects the nation’s economy.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
04 - Power to the People - Esri GeoInquiries™ collection for Government,Esri,Esri,11/23/21, Government,en,https://arcgis.com/home/item.html?id=26b7c3391d534b71adcede2eec323622,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,people power|US government|American government|geoinquiry|geoinquiries,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Examine how citizens can hold their state and local governments accountable.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
05 - This Land is Your Land- Esri GeoInquiries™ collection for Government,Esri,Esri,11/23/21, Government,en,https://arcgis.com/home/item.html?id=1bb611f44eb44325a7ec8f4c49dfc9ca,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,land|geoinquiry|geoinquiries|geo-inquiry,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Examine the lands that have special designations or that the U.S. government has set aside for its citizens.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
06 - Governments Around the World - Esri GeoInquiries™ collection for Government,Esri,Esri,11/23/21, Government,en,https://arcgis.com/home/item.html?id=dab01799bc7641f3800d0150a7168ab7,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,comparative government|Civics|government|social studies|geoinquiries|geo-inquiries,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Identify and explain how various types of government systems are distributed around the world.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
07 - What is a Gerrymander  - Esri GeoInquiries™ collection for Government,Esri,Esri,11/23/21, Government,en,https://arcgis.com/home/item.html?id=4335fafcd17b4b299843294198d03eec,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,gerrymandering|gerrymander|american government|government|geoinquiry|geoinquiries|social studies|C3,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,States can draw their own congressional districts often allowing for creative shapes and sizes—and questionable constitutionality. ,Curriculum/Instruction,Teachers|Students,Middle School|High School,
08 - Who Has Your  Vote - Esri GeoInquiries™ collection for Government,Esri,Esri,11/23/21, Government,en,https://arcgis.com/home/item.html?id=31742d82cfc644eea1ccb9029da142ce,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,votes,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,In the United States where someone lives will help determine what is important to them and which political parties that they support.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
09 - The Voters - Esri GeoInquiries™ collection for Government,Esri,Esri,11/23/21, Government,en,https://arcgis.com/home/item.html?id=18578442b508448d8e10c35a0edc4957,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,voters|US voters|C3|social studies|geoinquiries|geoinquiry,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Examine factors affecting voting and registration in presidential and midterm elections.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
10 - Crime and Punishment - Esri GeoInquiries™ collection for Government,Esri,Esri,11/23/21, Government,en,https://arcgis.com/home/item.html?id=eb9d5d69fc9e48ac9f0313dca3cdb575,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,C3|social studies|schools|ConnectED|Crime|Punishment|Prisons|Execution|Crime and Punishment|geoinquiries|geo-inquiries|geo-inquiry,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore changes in the death penalty in the United States through time and space.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
11 - Be the Change - Esri GeoInquiries™ collection for Government,Esri,Esri,11/23/21, Government,en,https://arcgis.com/home/item.html?id=7fc19f3a39074dfd94efac2e6b05f45c,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,Be the change|change|social change|revolution|social studies|C#|geoinquiries|geoinquiry,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,The U.S. Constitution protects citizens’ rights to be heard and have their rights protected but this has often taken shape in different ways across space and time.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
12 - Federal District Courts - Esri GeoInquiries™ collection for Government,Esri,Esri,11/23/21, Government,en,https://arcgis.com/home/item.html?id=52a5f7edbe6f46e991d731ab213a4626,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,federal court|district court|Federal|social studies|C3|geoinquiries|geoinquiry,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Understand the distribution and function of federal district courts.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
13 - We The People - Esri GeoInquiries™ collection for Government,Esri,Esri,11/23/21, Government,en,https://arcgis.com/home/item.html?id=f45d27bfcb5a4dcba2a9981ab068dfe2,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,We the People|Government|US Government|C3|Social studies|geoinquiries|geo-inquiries|geo-inquiry|geoenquiry|school,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,The ideas and inspirations that led the founding fathers to developing their ideas of the best form of government for our new nation.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
14 - Your Huddled Masses - Esri GeoInquiries™ collection for Government,Esri,Esri,11/23/21, Government,en,https://arcgis.com/home/item.html?id=fa2d458af3c04f358d0bf72aa67fdc8f,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,immigration|huddled masses|social studies|C3|geo-inquiries|geo-inquiry|geoenquiry|geoinquiries|school|K12|K-12|Government|Civics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Identify and analyze the various ways that the U.S. receives immigrants,Curriculum/Instruction,Teachers|Students,Middle School|High School,
15 - Foreign Aid - Esri GeoInquiries™ collection for Government,Esri,Esri,11/23/21, Government,en,https://arcgis.com/home/item.html?id=1f04a673ce4f4115b2bc58d7f98c5690,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,Foreign Aid|geoinquiries|geo-inquiries|geo-inquiry|geoenquiry|geoinquiry|C3|schools|social studies|Peace Corp|aid,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Students  will examine the costs and benefits of foreign aid.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
Level 2 - Federal Banks: Cash Reserves - Esri GeoInquiries™ collection for Government,Esri,Esri,11/23/21, Government,en,https://arcgis.com/home/item.html?id=5b707055e7c6482ebd52bd2b445c0290,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,Federal Banks|Cash|Federal district banks|banks|banking|geo-inquiries|geo-inquiry|geoenquiry|geoinquiries|social studies|C3|ConnectED|schools|K12|K-12,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explain how cash economies (like agriculture) may affect the nation’s federal district banking system and cash reserves.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
Level 2 - Out Of Many One - Esri GeoInquiries™ collection for Government,Esri,Esri,11/23/21, Government,en,https://arcgis.com/home/item.html?id=496d460c1a254c09a30742fbd5a83b2e,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,social studies|C3|ConnectED|geo-inquiries|geo-inquiry|geoenquiry|geoinquiries|Native american|cartography|analysis|high school|Government|Level 2|L2|Civics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Examine the lands that have special designations or that the U.S. Government has set aside for use by its citizens.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
Level 2 - The Cost of Punishment - Esri GeoInquiries™ collection for Government,Esri,Esri,11/23/21, Government,en,https://arcgis.com/home/item.html?id=334cef4cc332418c8fc4b61abaa8f53a,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,punishment|Government|Crime|geo-inquiries|geo-inquiry|geoenquiry|geoinquiries|C3|Social Studies|level 2|L2|Analysis|cost of punishment|prison cost|jail cost,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Examine the relationship between inmate numbers and the costs of imprisonment.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
Level 2 - Voting Models - Esri GeoInquiries™ collection for Government,Esri,Esri,11/23/21, Government,en,https://arcgis.com/home/item.html?id=f124a8ba10dd4c4cafaababcce372266,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,voting|model|models|prediction|C3|L2|level 2|geo-inquiries|geo-inquiry|geoenquiry|geoinquiries|geoinquiry|Government|US Government|ConnectED|schools|social studies|Civics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Use voting records to determine the probability that someone from a specific area will vote a certain way.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
Level 2 - Where Does Foreign Aid Go - Esri GeoInquiries™ collection for Government,Esri,Esri,11/23/21, Government,en,https://arcgis.com/home/item.html?id=56aeca01643542f1811dcbae4798789a,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,Foreign Aid|social studies|C3|geo-inquiries|geo-inquiry|geoenquiry|geoinquiries|aid|ConnectED|schools|high school|Government|Civics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Use an analysis tool to visualize the amounts and types of foreign aid distributed throughout the world.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
Power to the People  - Government GeoInquiries™ ,Esri,Esri,11/23/21,Government,en,https://arcgis.com/home/item.html?id=8d95df40f4584d3b93843d1a2d76242f,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Political Science,initiative|recall|GeoInquiries|voting|elections,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Examine how citizens can hold their state and local governments accountable.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
01 - Distance and scale  - Esri GeoInquiries™ collection for Human Geography,Esri,Esri,11/23/21, Human Geography,en,https://arcgis.com/home/item.html?id=e04097a46dba4df89ab636408aca116e,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Cultural Geography,APHG|human geography|scale|high school|ConnectED|GeoInquiries|GeoInquiry|Geography|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Students will explore how not all distances are equally distant.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
02 - Understanding globalization  - Esri GeoInquiries™ collection for Human Geography,Esri,Esri,11/23/21, Human Geography,en,https://arcgis.com/home/item.html?id=2017dc6c9a384f0d8aefb0902d595d47,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Cultural Geography,globalization|human geography|APHG|ConnectED|social studies|K-12|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Students will investigate how connections are made across Earth focusing on advancements in transportation and technology.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
03 - World Population  - Esri GeoInquiries™ collection for Human Geography,Esri,Esri,11/23/21, Human Geography,en,https://arcgis.com/home/item.html?id=7dcf4e8029fd4d499b79ab79a639b0ec,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Cultural Geography,ConnectED|population|world population|APHG|GeoInquiries|GeoInquiry|human geography|Cultural geography|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Students will explore the patterns of world population in terms of total population arithmetic density total fertility rate natural increase rate and infant mortality rate.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
04 - USA demographics  - Esri GeoInquiries collection for Human Geography,Esri,Esri,11/23/21, Human Geography,en,https://arcgis.com/home/item.html?id=4ec3897d456c46d68436baba6b50e361,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Cultural Geography,demographics|social studies|APHG|ConnectEd|high school|population|median income|US demographics|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Students will explore U.S. census data to see the spatial differences in the United States’ population.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
05 - You claim it you name it! (Toponyms)  - Esri GeoInquiries™ collection for Human Geography,Esri,Esri,11/23/21, Human Geography,en,https://arcgis.com/home/item.html?id=86b260ba0d8340179e697e4bbdaedd7e,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Cultural Geography,Toponyms|Language|APHG|ConnectEd|GeoInquiries|Geography|Cultural geography|human geography|social studies|K-12|K12|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Students will learn about the variation of toponyms in different regions of the Americas.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
06 - Language and religion  - Esri GeoInquiries collection for Human Geography,Esri,Esri,11/23/21, Human Geography,en,https://arcgis.com/home/item.html?id=b2b9d029ccc04d8db430a15138c28a9e,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Cultural Geography,language|religion|APHG|human geography|ConnectED|GeoInquiries|GeoInquiry|social studies|inquiry|K-12|K12|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Students will explore patterns of cultural diffusion through linguistic and religious data.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
